Date,Open,High,Low,Close,Adj Close,Volume
2010-07-02,35.784286,35.847141,34.742859,35.277142,23.706213,173460700
2010-07-06,35.857143,36.114285,35.165714,35.518570,23.868458,153808900
2010-07-07,35.784286,36.967144,35.678570,36.952858,24.832302,163639000
2010-07-08,37.497143,37.557144,36.412857,36.869999,24.776615,184536100
2010-07-09,36.698570,37.128571,36.451427,37.088570,24.923500,108330600
2010-07-12,36.932858,37.407143,36.408573,36.755714,24.699812,140719600
2010-07-13,36.617142,36.628571,35.204285,35.971428,24.172779,297731000
2010-07-14,35.625713,36.542858,35.571430,36.104286,24.262056,203011900
2010-07-15,35.461430,36.709999,35.328571,35.921429,24.139175,206216500
2010-07-16,36.168571,36.424286,35.487144,35.700001,23.990379,259964600
2010-07-19,35.697144,35.697144,34.228573,35.082859,23.575653,256119500
2010-07-20,34.700001,36.128571,34.287144,35.984287,24.181419,268737700
2010-07-21,37.869999,37.878571,36.285713,36.320000,24.407017,296417800
2010-07-22,36.811428,37.142857,36.472858,37.002857,24.865896,161329700
2010-07-23,36.727142,37.197144,36.611427,37.134285,24.954214,133347200
2010-07-26,37.142857,37.157143,36.815716,37.040001,24.890862,105137900
2010-07-27,37.267143,37.828571,37.185715,37.725716,25.351658,146192900
2010-07-28,37.667141,37.998573,37.178570,37.279999,25.052139,129996300
2010-07-29,37.244286,37.521427,36.585712,36.872856,24.778536,160951700
2010-07-30,36.555714,37.099998,36.414288,36.750000,24.695980,112052500
2010-08-02,37.205715,37.512856,37.088570,37.407143,25.137575,107013900
2010-08-03,37.287144,37.608570,37.060001,37.418571,25.145260,104413400
2010-08-04,37.548573,37.754284,37.187141,37.568573,25.246058,105093800
2010-08-05,37.389999,37.597141,37.221428,37.385715,25.123177,72274300
2010-08-06,37.111427,37.355713,36.804287,37.155716,24.968616,111224400
2010-08-09,37.354286,37.450001,37.081429,37.392857,25.127975,75782000
2010-08-10,37.121429,37.207142,36.792858,37.058571,24.903334,112980000
2010-08-11,36.485714,36.527142,35.687141,35.741428,24.018219,155013600
2010-08-12,35.241428,36.157143,35.160000,35.970001,24.171816,133730100
2010-08-13,35.950001,35.982857,35.584286,35.585712,23.913574,88717300
2010-08-16,35.368572,35.715714,35.231430,35.377144,23.773415,79607500
2010-08-17,35.725716,36.375713,35.599998,35.995716,24.189100,105660100
2010-08-18,36.051430,36.381428,35.939999,36.152859,24.294704,84924000
2010-08-19,36.119999,36.211430,35.525715,35.697144,23.988459,106676500
2010-08-20,35.627144,36.274284,35.571430,35.662857,23.965420,96057500
2010-08-23,35.970001,36.000000,35.035713,35.114285,23.596777,103510400
2010-08-24,34.667141,34.714287,34.092857,34.275715,23.033258,150641400
2010-08-25,34.005714,34.855713,33.885715,34.698570,23.317417,149216900
2010-08-26,35.064285,35.107143,34.325714,34.325714,23.066858,116626300
2010-08-27,34.535713,34.658573,33.651428,34.517143,23.195499,137097800
2010-08-30,34.394287,35.107143,34.382858,34.642857,23.279978,95822300
2010-08-31,34.549999,34.937141,34.335712,34.728573,23.337580,105196700
2010-09-01,35.352856,35.922855,35.182858,35.761429,24.031658,174259400
2010-09-02,35.894287,36.024284,35.509998,36.024284,24.208294,103856900
2010-09-03,36.441429,36.968571,36.357143,36.967144,24.841900,130197200
2010-09-07,36.662857,37.075714,36.607143,36.830002,24.749739,85639400
2010-09-08,37.111427,37.770000,37.014286,37.560001,25.240299,131637800
2010-09-09,37.862858,38.074287,37.560001,37.581429,25.254692,109643800
2010-09-10,37.598572,37.785713,37.342857,37.630001,25.287340,96885600
2010-09-13,37.974285,38.325714,37.965714,38.148571,25.635815,97195000
2010-09-14,38.029999,38.452858,37.931427,38.294285,25.733740,102037600
2010-09-15,38.310001,38.625713,38.262856,38.602856,25.941095,107342200
2010-09-16,38.605713,39.524284,38.500000,39.509998,26.550694,163025800
2010-09-17,39.669998,39.708572,39.097141,39.338570,26.435490,158619300
2010-09-20,39.439999,40.540001,39.407143,40.461430,27.190060,164669400
2010-09-21,40.551430,41.049999,40.398571,40.538570,27.241896,167018600
2010-09-22,40.387142,41.139999,40.344284,41.107143,27.623968,146322400
2010-09-23,40.904285,41.822857,40.857143,41.274284,27.736303,196529200
2010-09-24,41.728573,41.932858,41.507141,41.759998,28.062693,162372000
2010-09-27,41.997143,42.104286,41.572857,41.594284,27.951332,120708700
2010-09-28,41.681427,41.681427,39.285713,40.980000,27.538542,258760600
2010-09-29,41.032856,41.401428,40.857143,41.052856,27.587490,117411000
2010-09-30,41.285713,41.428570,40.178570,40.535713,27.239973,168347900
2010-10-01,40.878571,40.939999,40.192856,40.360001,27.121899,112035700
2010-10-04,40.228573,40.414288,39.681427,39.805714,26.749413,108825500
2010-10-05,40.285713,41.349998,40.259998,41.277142,27.738211,125491800
2010-10-06,41.369999,41.712856,40.751427,41.312859,27.762213,167717200
2010-10-07,41.477142,41.497143,40.987144,41.317142,27.765099,102099900
2010-10-08,41.672855,42.071430,41.428570,42.009998,28.230688,164600800
2010-10-11,42.105713,42.462856,42.085712,42.194286,28.354528,106938300
2010-10-12,42.201427,42.785713,41.784286,42.648571,28.659813,139636000
2010-10-13,42.885715,43.137142,42.828571,42.877144,28.813412,157523100
2010-10-14,43.098572,43.209999,42.914288,43.187141,29.021738,108824100
2010-10-15,43.919998,45.000000,43.558571,44.962856,30.215010,230548500
2010-10-18,45.495716,45.571430,44.898571,45.428570,30.527967,273252700
2010-10-19,43.342857,44.824287,42.860001,44.212856,29.711012,308196000
2010-10-20,44.142857,44.892857,43.838570,44.361427,29.810854,180406100
2010-10-21,44.622856,44.962856,43.828571,44.217144,29.713896,137865000
2010-10-22,44.152859,44.291428,43.757141,43.924286,29.517092,93194500
2010-10-25,44.155716,44.514286,44.062859,44.119999,29.648617,98115500
2010-10-26,43.838570,44.248573,43.664288,44.007141,29.572775,98232400
2010-10-27,43.950001,44.271427,43.657143,43.975716,29.551661,99750700
2010-10-28,43.992859,44.000000,42.985714,43.605713,29.303013,137762800
2010-10-29,43.461430,43.697144,42.981430,42.997143,28.894049,107627800
2010-11-01,43.174286,43.657143,43.171429,43.454285,29.201252,105972300
2010-11-02,43.857143,44.312859,43.857143,44.194286,29.698532,108482500
2010-11-03,44.481430,44.697144,44.075714,44.685715,30.028772,127087100
2010-11-04,45.064285,45.740002,45.004284,45.467144,30.553896,160622000
2010-11-05,45.427143,45.652859,45.250000,45.304287,30.444448,90313300
2010-11-08,45.314285,45.681427,45.251427,45.517143,30.587496,70439600
2010-11-09,45.864285,45.900002,44.928570,45.154285,30.343655,95886000
2010-11-10,45.234287,45.538570,44.792858,45.432858,30.530851,96056800
2010-11-11,45.000000,45.485714,44.892857,45.235714,30.398371,90321000
2010-11-12,45.142857,45.214287,43.375713,44.004284,29.570858,198961700
2010-11-15,44.065716,44.362858,43.752857,43.862858,29.475811,100901500
2010-11-16,43.674286,43.942856,42.759998,43.084286,28.952610,164412500
2010-11-17,43.028572,43.427143,42.537144,42.928570,28.847979,119862400
2010-11-18,43.599998,44.238571,43.527142,44.061428,29.609255,123622800
2010-11-19,43.995716,44.057144,43.605713,43.818573,29.446045,96210800
2010-11-22,43.811428,44.765713,43.695713,44.765713,30.082533,98268800
2010-11-23,44.349998,44.535713,43.794285,44.104286,29.638050,129861900
2010-11-24,44.571430,45.057144,44.535713,44.971428,30.220772,103431300
2010-11-26,44.820000,45.385715,44.705715,45.000000,30.239969,59396400
2010-11-29,45.071430,45.354286,44.482857,45.267143,30.419497,111446300
2010-11-30,44.791428,44.908573,44.410000,44.450001,29.870371,125464500
2010-12-01,45.038570,45.392857,45.000000,45.200001,30.374369,115437700
2010-12-02,45.361427,45.571430,44.984287,45.450001,30.542376,115709300
2010-12-03,45.287144,45.521427,45.191429,45.348572,30.474209,85523200
2010-12-06,45.520000,46.047142,45.488571,45.735714,30.734369,112120400
2010-12-07,46.257141,46.284286,45.445713,45.458572,30.548128,97863500
2010-12-08,45.661430,45.860001,45.301430,45.858570,30.816925,80483900
2010-12-09,46.018570,46.071430,45.574287,45.680000,30.696932,73537800
2010-12-10,45.664288,45.864285,45.514286,45.794285,30.773731,65627800
2010-12-13,46.338570,46.437141,45.857143,45.952858,30.880293,109953900
2010-12-14,45.961430,46.077145,45.571430,45.755714,30.747803,87752000
2010-12-15,45.714287,46.142857,45.598572,45.765713,30.754528,104328000
2010-12-16,45.869999,46.087143,45.728573,45.892857,30.839972,80507700
2010-12-17,45.947144,45.970001,45.747143,45.801430,30.778528,96732300
2010-12-20,45.942856,46.178570,45.461430,46.029999,30.932127,96402600
2010-12-21,46.142857,46.341427,46.007141,46.314285,31.123171,64088500
2010-12-22,46.337143,46.531429,46.221428,46.451427,31.215328,66480400
2010-12-23,46.428570,46.450001,46.167141,46.228573,31.065569,55789300
2010-12-27,46.121429,46.491428,45.931427,46.382858,31.169252,62454000
2010-12-28,46.558571,46.665714,46.437141,46.495716,31.245087,43981000
2010-12-29,46.602856,46.635715,46.442856,46.470001,31.227812,40784800
2010-12-30,46.497143,46.501427,46.150002,46.237144,31.071333,39373600
2010-12-31,46.135715,46.211430,45.901428,46.080002,30.965734,48377000
2011-01-03,46.520000,47.180000,46.405716,47.081429,31.638695,111284600
2011-01-04,47.491428,47.500000,46.878571,47.327145,31.803814,77270200
2011-01-05,47.078571,47.762856,47.071430,47.714287,32.063969,63879900
2011-01-06,47.817142,47.892857,47.557144,47.675713,32.038055,75107200
2011-01-07,47.712856,48.049999,47.414288,48.017143,32.267494,77982800
2011-01-10,48.404285,49.032856,48.167141,48.921429,32.875168,112140000
2011-01-11,49.268570,49.279999,48.495716,48.805714,32.797409,111027000
2011-01-12,49.035713,49.204285,48.857143,49.202858,33.064281,75647600
2011-01-13,49.308571,49.520000,49.121429,49.382858,33.185257,74195100
2011-01-14,49.412857,49.782856,49.205715,49.782856,33.454048,77210000
2011-01-18,47.074287,49.251427,46.571430,48.664288,32.702374,470249500
2011-01-19,49.764286,49.799999,48.125713,48.405716,32.528610,283903200
2011-01-20,48.061428,48.328571,47.160000,47.525715,31.937254,191197300
2011-01-21,47.681427,47.840000,46.661430,46.674286,31.365086,188600300
2011-01-24,46.695713,48.207142,46.674286,48.207142,32.395172,143670800
2011-01-25,48.047142,48.777142,47.795715,48.771427,32.774368,136717000
2011-01-26,48.994286,49.371429,48.785713,49.121429,33.009563,126718900
2011-01-27,49.111427,49.241428,48.975716,49.029999,32.948135,71256500
2011-01-28,49.167141,49.200001,47.647144,48.014286,32.265572,148014300
2011-01-31,47.971428,48.577145,47.757141,48.474285,32.574692,94311700
2011-02-01,48.757141,49.378571,48.711430,49.290001,33.122852,106658300
2011-02-02,49.207142,49.321430,49.078571,49.188572,33.054684,64738800
2011-02-03,49.114285,49.177143,48.364285,49.062859,32.970207,98449400
2011-02-04,49.091427,49.528572,49.072857,49.500000,33.263973,80460100
2011-02-07,49.698570,50.464287,49.662857,50.268570,33.780460,121255400
2011-02-08,50.525715,50.788570,50.307144,50.742859,34.099167,95260200
2011-02-09,50.741428,51.285713,50.695713,51.165714,34.383324,120686300
2011-02-10,51.055714,51.428570,49.714287,50.648571,34.035820,232137500
2011-02-11,50.678570,51.114285,50.505714,50.978573,34.257572,91893200
2011-02-14,50.970001,51.354286,50.958572,51.311428,34.481251,77604100
2011-02-15,51.312859,51.424286,51.078571,51.414288,34.550369,71043700
2011-02-16,51.542858,52.128571,51.500000,51.875713,34.860443,120289400
2011-02-17,51.035713,51.467144,50.931427,51.185715,34.396759,132645800
2011-02-18,51.244286,51.357143,49.931427,50.080002,33.653728,204014300
2011-02-22,48.878571,49.342857,48.245716,48.372856,32.506523,218138900
2011-02-23,48.395714,49.234287,48.372856,48.945713,32.891483,167963600
2011-02-24,49.145714,49.307144,48.338570,48.982857,32.916458,124975200
2011-02-25,49.322857,49.775715,49.257141,49.737144,33.423336,95004700
2011-02-28,50.177143,50.721428,50.160000,50.458572,33.908138,100768500
2011-03-01,50.781429,50.817142,49.668571,49.901428,33.533730,114034200
2011-03-02,49.994286,50.621429,49.771427,50.302856,33.803493,150647700
2011-03-03,51.027142,51.398571,50.845715,51.365715,34.517735,125197100
2011-03-04,51.438572,51.470001,51.107143,51.428570,34.559971,113316700
2011-03-07,51.628571,51.667141,50.187141,50.765713,34.114521,136530800
2011-03-08,50.701427,51.057144,50.321430,50.822857,34.152924,89079200
2011-03-09,50.669998,50.680000,50.085712,50.352856,33.837082,113326500
2011-03-10,49.874287,49.967144,49.271427,49.524284,33.280289,126884800
2011-03-11,49.332859,50.331429,49.285713,50.284286,33.791019,117770100
2011-03-14,50.454285,50.925713,50.187141,50.508572,33.941738,108989300
2011-03-15,48.871429,49.691429,48.585712,49.347141,33.161251,180270300
2011-03-16,48.857143,49.000000,46.608570,47.144287,31.680927,290502800
2011-03-17,48.118572,48.515713,47.237144,47.805714,32.125408,164855600
2011-03-18,48.161430,48.314285,47.142857,47.238571,31.744289,188303500
2011-03-21,47.998573,48.534286,47.894287,48.471428,32.572777,102350500
2011-03-22,48.937141,48.945713,48.448570,48.742859,32.755173,81480700
2011-03-23,48.468571,48.602856,47.992859,48.455715,32.562214,93249100
2011-03-24,48.835712,49.428570,48.408573,49.281429,33.117088,101178000
2011-03-25,49.724285,50.294285,49.574287,50.220001,33.747810,112227500
2011-03-28,50.450001,50.617142,50.062859,50.062859,33.642200,77338800
2011-03-29,49.665714,50.137142,49.437141,50.137142,33.692135,88225200
2011-03-30,50.091427,50.125713,49.634285,49.804287,33.468452,82351500
2011-03-31,49.480000,49.971428,49.437141,49.787144,33.456932,68504800
2011-04-01,50.158573,50.227142,49.042858,49.222858,33.077728,104665400
2011-04-04,49.187141,49.228573,48.342857,48.741428,32.754211,115021200
2011-04-05,48.141430,48.892857,48.000000,48.412857,32.533401,120682800
2011-04-06,48.745716,49.128571,48.162857,48.291428,32.451805,100634800
2011-04-07,48.299999,48.632858,48.004284,48.297142,32.455650,93361800
2011-04-08,48.560001,48.592857,47.707142,47.865715,32.165730,94383800
2011-04-11,47.722858,47.952858,47.145714,47.257141,31.756765,99736700
2011-04-12,47.212856,47.675713,47.171429,47.485714,31.910364,106409800
2011-04-13,47.860001,48.020000,47.502857,48.018570,32.268440,86555000
2011-04-14,47.828571,48.000000,47.437141,47.488571,31.912287,75450200
2011-04-15,47.614285,47.662857,46.685715,46.779999,31.436131,113401400
2011-04-18,46.585712,47.461430,45.737144,47.407143,31.857578,152474700
2011-04-19,47.585712,48.282856,47.387142,48.265713,32.434528,104844600
2011-04-20,49.072857,49.392857,48.785713,48.915714,32.871330,175166600
2011-04-21,50.714287,50.732857,49.788570,50.099998,33.667171,188452600
2011-04-25,50.048573,50.535713,50.042858,50.430000,33.888927,66636500
2011-04-26,50.517143,50.712856,49.907143,50.060001,33.640289,84700000
2011-04-27,50.320000,50.335712,49.585712,50.021427,33.614368,89053300
2011-04-28,49.455715,49.964287,49.360001,49.535713,33.287975,90239800
2011-04-29,49.540001,50.564285,49.524284,50.018570,33.612450,251586300
2011-05-02,49.962856,50.067142,49.357143,49.468571,33.242855,110678400
2011-05-03,49.712856,49.984287,49.374287,49.742859,33.427162,78337000
2011-05-04,49.751427,50.261429,49.554287,49.938572,33.558693,97312600
2011-05-05,49.771427,50.135715,49.435715,49.535713,33.287975,83992300
2011-05-06,49.955715,50.000000,49.458572,49.522858,33.279331,70033600
2011-05-09,49.694286,49.885715,49.504284,49.657143,33.369564,51186800
2011-05-10,49.841427,49.955715,49.522858,49.921429,33.547165,70522900
2011-05-11,49.860001,50.000000,49.320000,49.604286,33.334049,84000000
2011-05-12,49.445713,49.588570,48.895714,49.509998,33.270683,80500000
2011-05-13,49.380001,49.464287,48.621429,48.642857,32.687977,81529000
2011-05-16,48.457142,48.745716,47.514286,47.614285,31.996769,112443800
2011-05-17,47.428570,48.020000,47.247143,48.020000,32.269405,113083600
2011-05-18,48.067142,48.721428,48.000000,48.552856,32.627487,83694100
2011-05-19,48.868572,48.915714,48.381428,48.647144,32.690849,65292500
2011-05-20,48.508572,48.707142,47.860001,47.888573,32.181099,84492100
2011-05-23,47.138573,47.997143,47.060001,47.771427,32.102371,95900000
2011-05-24,47.928570,47.985714,47.334286,47.455715,31.890202,80481800
2011-05-25,47.632858,48.365715,47.549999,48.111427,32.330845,73556000
2011-05-26,47.995716,48.127144,47.775715,47.857143,32.159966,55640200
2011-05-27,47.828571,48.232857,47.758572,48.201427,32.391327,50899800
2011-05-31,48.728573,49.689999,48.714287,49.689999,33.391644,104438600
2011-06-01,49.838570,50.304287,49.235714,49.358570,33.168930,138670700
2011-06-02,49.500000,49.711430,49.185715,49.442856,33.225567,84695800
2011-06-03,49.025715,49.332859,48.858570,49.062859,32.970207,78312500
2011-06-06,49.385715,49.578571,48.258572,48.291428,32.451805,115485300
2011-06-07,48.310001,48.317142,47.414288,47.434284,31.875807,132446300
2011-06-08,47.397144,47.828571,47.235714,47.462856,31.895004,83430900
2011-06-09,47.607143,47.667141,47.250000,47.355713,31.823009,68772200
2011-06-10,47.221428,47.380001,46.501427,46.557144,31.286371,108488800
2011-06-13,46.742859,46.901428,46.438572,46.657143,31.353571,82368300
2011-06-14,47.142857,47.607143,47.044285,47.491428,31.914213,83642300
2011-06-15,47.107143,47.185715,46.411430,46.678570,31.367975,99799000
2011-06-16,46.700001,46.954285,45.475716,46.451427,31.215328,127647800
2011-06-17,46.998573,47.035713,45.622856,45.751427,30.744926,153755000
2011-06-20,45.337143,45.385715,44.357143,45.045715,30.270702,160161400
2011-06-21,45.240002,46.542858,45.028572,46.471428,31.228775,123345600
2011-06-22,46.451427,46.985714,46.054287,46.087143,30.970528,97645800
2011-06-23,45.562859,47.384285,45.445713,47.318573,31.798050,139939800
2011-06-24,47.338570,47.592857,46.441429,46.621429,31.329573,109951800
2011-06-27,46.798573,47.700001,46.750000,47.434284,31.875807,84953400
2011-06-28,47.664288,48.099998,47.634285,47.894287,32.184937,73574900
2011-06-29,48.005714,48.052856,47.411430,47.720001,32.067814,88136300
2011-06-30,47.814285,48.018570,47.548573,47.952858,32.224289,80738700
2011-07-01,47.992859,49.071430,47.742859,49.037144,32.952934,108828300
2011-07-05,49.000000,49.975716,48.928570,49.918571,33.545250,88763500
2011-07-06,49.849998,50.585712,49.529999,50.251427,33.768929,111156500
2011-07-07,50.667141,51.142857,50.571430,51.028572,34.291180,99915900
2011-07-08,50.477142,51.428570,50.314285,51.387142,34.532135,122408300
2011-07-11,50.905716,51.395714,50.402859,50.571430,33.983971,110668600
2011-07-12,50.504284,51.097141,49.802856,50.535713,33.959972,112902300
2011-07-13,51.189999,51.428570,50.911430,51.145714,34.369888,97909700
2011-07-14,51.572857,51.658573,50.905716,51.110001,34.345882,107633400
2011-07-15,51.595715,52.142857,51.310001,52.131428,35.032284,121116800
2011-07-18,52.204285,53.521427,52.182858,53.400002,35.884769,143163300
2011-07-19,54.000000,54.092857,53.331429,53.835712,36.177570,204786400
2011-07-20,56.588570,56.610001,55.142857,55.271427,37.142365,235335100
2011-07-21,55.278572,55.722858,54.842857,55.327145,37.179806,131633600
2011-07-22,55.474285,56.435715,55.392857,56.185715,37.756763,129182200
2011-07-25,55.764286,57.142857,55.660000,56.928570,38.255959,147451500
2011-07-26,57.142857,57.785713,57.097141,57.630001,38.727325,119145600
2011-07-27,57.227142,57.520000,56.021427,56.084286,37.688606,164831100
2011-07-28,55.945713,56.712856,55.447144,55.974285,37.614689,148508500
2011-07-29,55.377144,56.450001,54.857143,55.782856,37.486042,158146100
2011-08-01,56.825714,57.071430,56.052856,56.678570,38.087971,153209000
2011-08-02,56.807144,56.842857,55.478573,55.558571,37.335327,159884900
2011-08-03,55.854286,56.221428,54.605713,56.081429,37.686684,183127000
2011-08-04,55.630001,55.902859,53.907143,53.910000,36.227478,217851900
2011-08-05,54.348572,54.785713,51.795715,53.374287,35.867481,301147700
2011-08-08,51.669998,52.538570,50.431427,50.458572,33.908138,285958400
2011-08-09,51.614285,53.515713,50.714287,53.430000,35.904930,270645900
2011-08-10,53.021427,53.521427,51.785713,51.955715,34.914204,219664200
2011-08-11,52.931427,53.635715,52.102856,53.385715,35.875168,185492300
2011-08-12,54.009998,54.234287,53.461430,53.855713,36.191002,132244000
2011-08-15,54.232857,54.995716,54.012856,54.772858,36.807331,115136000
2011-08-16,54.502857,54.767143,53.722858,54.354286,36.526051,124687500
2011-08-17,54.615715,54.931427,54.000000,54.348572,36.522205,110515300
2011-08-18,52.977142,53.235714,51.624287,52.292858,35.140762,212858800
2011-08-19,51.738571,52.428570,50.857143,50.861427,34.178848,193972100
2011-08-22,52.072857,52.125713,50.727142,50.919998,34.218212,133828800
2011-08-23,51.471428,53.377144,51.000000,53.371429,35.865570,164208800
2011-08-24,53.352856,54.137142,52.942856,53.740002,36.113251,156566900
2011-08-25,52.154285,53.635715,52.142857,53.388573,35.877087,217836500
2011-08-26,53.024284,54.828571,52.971428,54.797142,36.823647,160369300
2011-08-29,55.454285,55.928570,55.428570,55.709999,37.437080,101317300
2011-08-30,55.464287,55.977142,55.172855,55.712856,37.438999,104480600
2011-08-31,55.795715,56.011429,54.551430,54.975716,36.943653,130646600
2011-09-01,55.117142,55.334286,54.388573,54.432858,36.578846,85931300
2011-09-02,53.534286,54.000000,53.118572,53.435715,35.908764,109734800
2011-09-06,52.481430,54.332859,52.354286,54.248573,36.454998,127424500
2011-09-07,55.080002,55.085712,54.571430,54.847141,36.857239,87644200
2011-09-08,54.628571,55.515713,54.615715,54.877144,36.877403,104039600
2011-09-09,54.847141,55.142857,53.574287,53.925713,36.238041,141203300
2011-09-12,53.285713,54.411430,53.128571,54.277142,36.474201,116958100
2011-09-13,54.591427,55.172855,54.321430,54.945713,36.923481,110140100
2011-09-14,55.288570,56.029999,55.108570,55.614285,37.372757,133681100
2011-09-15,55.918571,56.237144,55.700001,56.137142,37.724125,104454700
2011-09-16,56.505714,57.214287,56.432858,57.214287,38.447968,174628300
2011-09-19,56.714287,59.032856,56.457142,58.804287,39.516449,205965200
2011-09-20,59.321430,60.408573,58.741428,59.064285,39.691166,193938500
2011-09-21,59.948570,60.227142,58.857143,58.877144,39.565399,151494000
2011-09-22,57.290001,58.545715,56.671429,57.402859,38.574688,242120200
2011-09-23,57.182858,58.105713,57.121429,57.757141,38.812767,136569300
2011-09-26,57.122856,57.711430,55.900002,57.595715,38.704285,203219100
2011-09-27,58.389999,58.464287,56.865715,57.037144,38.328922,158124400
2011-09-28,57.169998,57.677143,56.644287,56.715714,38.112919,107409400
2011-09-29,57.417141,57.458572,55.172855,55.795715,37.494690,162771700
2011-09-30,55.302856,55.555714,54.454285,54.474285,36.606682,136910200
2011-10-03,54.338570,54.662857,53.310001,53.514286,35.961571,167274800
2012-09-19,100.037140,100.570000,99.938568,100.300003,69.480850,81718700
2012-09-20,99.879997,100.008568,99.088570,99.814285,69.144341,84142100
2012-09-21,100.344284,100.724289,99.908569,100.012856,69.281906,142897300
2012-09-24,98.122856,99.302856,97.571426,98.684288,68.361595,159941600
2012-09-25,98.322861,98.968575,96.142860,96.220001,66.654503,129697400
2012-09-26,95.534286,96.098572,94.457146,95.025711,65.827179,144125800
2012-09-27,94.898575,97.452858,94.335716,97.331429,67.424416,148522500
2012-09-28,96.964287,97.301430,95.250000,95.300003,66.017181,133777700
2012-10-01,95.879997,96.678574,93.785713,94.198570,65.254189,135898700
2012-10-02,94.544289,95.192856,92.949997,94.472855,65.444199,156998100
2012-10-03,94.980003,95.980003,94.661430,95.921425,66.447655,106070300
2012-10-04,95.892860,96.321426,95.078575,95.257141,65.987503,92681400
2012-10-05,95.028572,95.142860,93.040001,93.227142,64.581245,148501500
2012-10-08,92.411430,92.508568,90.872856,91.167145,63.154232,159498500
2012-10-09,91.235718,91.498573,89.078575,90.835716,62.924629,209649300
2012-10-10,91.391426,92.139999,91.000000,91.558571,63.425373,127589000
2012-10-11,92.357140,92.457146,89.728569,89.728569,62.157677,136520300
2012-10-12,89.937141,90.768570,89.328575,89.958572,62.316998,115003700
2012-10-15,90.335716,90.732857,89.121429,90.680000,62.816772,108125500
2012-10-16,90.767143,92.900002,90.142860,92.827141,64.304169,137442900
2012-10-17,92.695717,93.255714,92.000000,92.087143,63.791519,97259400
2012-10-18,91.370003,91.722855,90.000000,90.377144,62.606968,119156100
2012-10-19,90.150002,90.252853,87.088570,87.120003,60.350655,186021500
2012-10-22,87.488571,90.768570,87.251427,90.575714,62.744534,136682700
2012-10-23,90.142860,90.557144,87.385712,87.622856,60.698986,176786400
2012-10-24,88.777145,89.507141,87.234283,88.118568,61.042381,139631800
2012-10-25,88.571426,88.857140,86.507141,87.077141,60.320946,164081400
2012-10-26,87.061432,87.714287,84.428574,86.285713,59.772701,254608200
2012-10-31,84.982857,85.994286,83.957146,85.045715,58.913731,127500800
2012-11-01,85.459999,86.142860,84.881432,85.220001,59.034454,90324500
